cat,author,permlink,author_reputation,rep_group,created,day,percent,total_payout_value
Независимые авторы,ayrat72,staryi-surghut,61.99317757997029,60-65,2018-01-30T08:22:45Z,30,0.0016043938671518475,3.386
Независимые авторы,mors,berezovaya-rosha,47.6285712169462,25-20,2018-01-30T08:24:51Z,30,0.0,0.0
Независимые авторы,maidajulita,kto-ya,26.744659983436378,25-20,2018-01-30T08:24:51Z,30,0.0,0.0
Независимые авторы,serrrr,6ysefh-zhizn,46.443053456925384,25-20,2018-01-30T08:32:09Z,30,0.0,0.0
Независимые авторы,pisatel,re-pisatel-ce2014m1231wed123000-20180130t133503663z,30.640640930556692,25-20,2018-01-30T08:35:03Z,30,0.0,0.0
Апвот 50-50,legin,v-nyu-iorke-na-vystavku-rabot-italyanskogo-khudozhnika-mikelandzhelo-prishyol-mikelandzhelo-iz-cherepashek-nindzya,52.60078093251566,50-60,2018-01-30T08:38:36Z,30,0.0,0.0
Независимые авторы,grigorievna,bessmyslennyi-post,30.858982257673286,25-20,2018-01-30T08:46:42Z,30,0.0,0.0
Независимые авторы,pronauku,workproductivitylisteningmusic,67.3329828369165,65-70,2018-01-30T08:50:03Z,30,1.8976899542872838,4004.988
Независимые авторы,habreplicator,starye-novye-dyry-elektronnogo-pravitelstva-kazakhstana-347842,67.48275935553144,65-70,2018-01-30T08:52:21Z,30,0.0,0.0
Независимые авторы,html12,storj-rost-na-poloniex,53.90810701470615,50-60,2018-01-30T08:55:30Z,30,1.2319622134066166e-05,0.026000000000000002
Независимые авторы,aimer1337,perevirte-mozhlivist-vikoristannya-avtomobiliv-za-dopomogoyu-vinchain-blockchain,55.1197305351949,50-60,2018-01-30T08:56:24Z,30,3.0325223714624406e-05,0.064
Vox Populi,vp-zarubezhje,uchene-svet-ispanskii-variant-ili-sistema-srednego-obrazovaniya-v-ispanii,77.07960343764003,70+,2018-01-30T08:59:39Z,30,0.0755183360185845,159.378
Независимые авторы,jebosheer,net-ya-ne-sdokh,51.9043490981159,50-60,2018-01-30T08:59:45Z,30,0.0,0.0
Апвот 50-50,esperos,apvot50-50-prorubali-okno-v-evropu-a-popali-v-apvot50-50-20180130t140558237z-cpeda,59.02935321545163,50-60,2018-01-30T09:05:57Z,30,0.006757786572155832,14.262
Независимые авторы,ander24,primery-neudachnogo-marketinga-pepsico,31.14962235897184,25-20,2018-01-30T09:08:09Z,30,0.0,0.0
Независимые авторы,tanya1963,zhivite-s-bogom-v-dushe,45.07487957322512,25-20,2018-01-30T09:11:06Z,30,0.0,0.0
Независимые авторы,snaiperok45,iron-block-novovvedenie-v-rynok-spectekhniki,44.859758491132204,25-20,2018-01-30T09:12:24Z,30,0.0,0.0
Независимые авторы,aimer1337,cardstack-sozdaet-decentralizovannuyu-ekosistemu-programmnogo-obespecheniya,55.11143443401089,50-60,2018-01-30T09:12:39Z,30,0.0,0.0
Независимые авторы,diimazavr,bitcomo-innovaciine-rishennya-dlya-marketingu-ico-live,59.02092057324603,50-60,2018-01-30T09:14:18Z,30,0.0,0.0
Независимые авторы,pavlik7908,nakrutka-v-twitter-facebook-instagram-retweet-likes-unfollow,34.317984945174175,25-20,2018-01-30T09:14:51Z,30,0.0,0.0
Golosmedia,econmag,ruralcommunitiesabandonedbigbanks,80.50477537214013,70+,2018-01-30T09:20:00Z,30,0.13117080751436677,276.83
Независимые авторы,taristva,nachalo-etapa-4-fotokonkursa-ezhednevnaya-fotopremiya-golosa-cherno-belaya-fotografiya,42.0739223041339,25-20,2018-01-30T09:21:54Z,30,0.0,0.0
Независимые авторы,natali89zl,arcblock-obzor-ico-blockchain-3-0,37.52179653851065,25-20,2018-01-30T09:26:36Z,30,0.0,0.0
Независимые авторы,vibelita,tq77g-the-cloud-and-sky,64.60884390025794,60-65,2018-01-30T09:29:21Z,30,0.0,0.0
Независимые авторы,kcn,6zuzeo-coinmarketcap-kursy-kriptovalyut,61.305170159031874,60-65,2018-01-30T09:31:51Z,30,0.0,0.0
Независимые авторы,olgaxx,ezhednevnaya-fotopremiya-golosa-4-chyorno-belaya-fotografiya-dikaya-orkhideya,53.88225982271847,50-60,2018-01-30T09:33:51Z,30,0.0,0.0
Независимые авторы,natali89zl,uservice-blokchein-platforma-dlya-avtoindustrii,37.53358119045932,25-20,2018-01-30T09:37:42Z,30,0.0,0.0
Независимые авторы,saz,interesnye-avtomobili,27.641536088067667,25-20,2018-01-30T09:40:45Z,30,0.0,0.0
Независимые авторы,coinduck,coinmarketcap-vernul-dannye-koreiskikh-birzh,46.91316002880306,25-20,2018-01-30T09:50:39Z,30,0.0,0.0
Независимые авторы,artvall,sila-vremeni-i-zhizni-ubitym-detyam-posvyashaetsya,52.36604501256441,50-60,2018-01-30T09:51:09Z,30,0.0004179194893171676,0.882
Независимые авторы,cyberevents,tekushee-sostoyanie-instrumentov-razrabotki-smart-kontraktov-spiker-aliaksandr-tatulchankau,62.79266351044702,60-65,2018-01-30T10:01:00Z,30,0.009651950110420299,20.37
Независимые авторы,kcn,cifrovye-investicii-v-proizvodstvo-bananov,61.305170159031874,60-65,2018-01-30T10:02:30Z,30,0.0,0.0
Независимые авторы,kcn,6h5fis-cifrovye-investicii-v-proizvodstvo-bananov,61.30474634752862,60-65,2018-01-30T10:07:48Z,30,0.0,0.0
Независимые авторы,sanina,foreks-rekomendaciya-30-yanvarya-usdjpy,40.17805103524569,25-20,2018-01-30T10:09:54Z,30,0.0,0.0
Независимые авторы,jejangkit,5mzq1n-snyato-s-kamery-telefona-lenovo,62.940155874830864,60-65,2018-01-30T10:14:00Z,30,1.8479433201099247e-05,0.039
Независимые авторы,denprokop,ekonomika-singapura-osnovnye-faktory-rosta-problemy-i-perspektivy,25.97137830417939,25-20,2018-01-30T10:16:15Z,30,0.0,0.0
Независимые авторы,indiantraveller,gurgaon-dehradun-pantwari-nagtibba-ontad-mussoorie-lal-tibba-dehradun-gurgaon-winter-trek-to-nagtibba,41.61935518539129,25-20,2018-01-30T10:21:18Z,30,0.0,0.0
Независимые авторы,evgeny-zaikin,gruziya-poklon-zemle-blagoslovennoi,41.698695838587064,25-20,2018-01-30T10:22:18Z,30,0.0,0.0
Независимые авторы,peshehod,ne-plach-krasavica,47.44534110240879,25-20,2018-01-30T10:37:36Z,30,0.0,0.0
Апвот 50-50,ludmila62,neobychnaya-nakhodka,25.216093622175734,25-20,2018-01-30T10:37:51Z,30,0.0,0.0
Независимые авторы,kalter,kolxczo,57.18381069173086,50-60,2018-01-30T10:42:09Z,30,1.800560158055824e-05,0.038
Независимые авторы,tyi-ra,ch-e-r-n-o-v-i-k-i-30-e-yanvarya,52.39178883059454,50-60,2018-01-30T10:47:15Z,30,0.0003440017565127706,0.726
Независимые авторы,thecoinshark,4s3pkq-coincheck-vyplatit-svoim-klientam-kompensacii-za-poteryu-kriptovalyuty,42.8198080779558,25-20,2018-01-30T10:50:48Z,30,0.0,0.0
Независимые авторы,habreplicator,klient-html-js-dlya-sistemy-videonablyudeniya-liniya-297701,67.48347992109859,65-70,2018-01-30T10:54:21Z,30,0.0,0.0
Независимые авторы,danibehram,moya-strana,39.95986759514654,25-20,2018-01-30T10:57:03Z,30,0.0,0.0
Независимые авторы,anonymous.author,konkurs-stikhov-26-stikh-6,74.53569468709978,70+,2018-01-30T11:00:48Z,30,0.016061944273099035,33.898
Апвот 50-50,abdulazizov,besplatno-pow-kripto-valyuta-or-prisoidenites-esli-vy-eshyo-ne-s-nami,54.43662408909735,50-60,2018-01-30T11:01:03Z,30,0.0,0.0
Апвот 50-50,billibo,astronomy-dve-planety-sistemy-trappist-1-prigodny-dlya-zhizni-01-29,55.75893129619216,50-60,2018-01-30T11:04:06Z,30,0.0,0.0
Независимые авторы,coinduck,nasa-khochet-ispolzovat-blokchein-ethereum-dlya-svyazi-v-kosmose,46.90783640518406,25-20,2018-01-30T11:04:09Z,30,0.0,0.0
Независимые авторы,gonink,myetherwallet-i-drugie-kripto-koshelki,30.943599599917466,25-20,2018-01-30T11:04:15Z,30,0.0,0.0
Независимые авторы,pvt-snafu,vinchain-prover-svoi-avtomobil-do-togo-kak-popast-na-sto,35.3878374552026,25-20,2018-01-30T11:06:21Z,30,0.0,0.0
Vox Populi,vp-liganovi4kov,4apqga-afisha-konkursy-na-platforme-golos,75.32309934032295,70+,2018-01-30T11:11:12Z,30,0.02562481403885762,54.08
Апвот 50-50,denver74,pokhishenie-posle-smerti,57.83294632077336,50-60,2018-01-30T11:14:06Z,30,0.0,0.0
Независимые авторы,coinduck,kanada-ostaetsya-loyalnoi-k-kriptovalyutam,46.913144096792365,25-20,2018-01-30T11:17:42Z,30,0.0,0.0
Независимые авторы,fbk,moskva-vybiraet-zabastovku-izbiratelei-28-yanvarya,70.45746568459214,70+,2018-01-30T11:19:39Z,30,0.0001568382663990731,0.331
Golosmedia,technoskazki,nauka3001,70.71884940431089,70+,2018-01-30T11:20:03Z,30,0.20367841741603374,429.85400000000004
Независимые авторы,mafia22,sharpe-capital,38.025330338236515,25-20,2018-01-30T11:21:57Z,30,0.0,0.0
Независимые авторы,madden,vot-takoi-retro-fotoapparat-smena-8m-derzhal-v-rukakh-segodnya,54.344552336952454,50-60,2018-01-30T11:22:00Z,30,0.0,0.0
Независимые авторы,amwomen,volshebnaya-tekhnika-dlya-makiyazha-glaz-dlya-vsekh-zhenshin-master-klass,26.803437149946205,25-20,2018-01-30T11:22:30Z,30,0.0,0.0
Независимые авторы,kallistoo,poterya-poter-ili-novaya-shapochka,53.54034541643418,50-60,2018-01-30T11:24:06Z,30,0.0003506353992003447,0.74
Независимые авторы,managla.today,10-korotenkikh-faktov-o-kotorykh-vy-ne-znali-2-chast,36.05420422634582,25-20,2018-01-30T11:28:06Z,30,0.0,0.0
Независимые авторы,fellini,derevo-v-gorode-breda-niderlandy,56.52543356970979,50-60,2018-01-30T11:33:00Z,30,0.001048589376257247,2.213
Независимые авторы,zagainovyan,chto-ya-takoe,30.0508030898218,25-20,2018-01-30T11:33:09Z,30,0.0,0.0
Независимые авторы,efim-off,tak-mnogo-vsego-v-odnom-snimke,69.65635904080101,65-70,2018-01-30T11:34:21Z,30,2.7008402370837363e-05,0.057
Независимые авторы,photoclub,obyavlenie-pobeditelei-etapa-3-fotokonkursa-ezhednevnaya-fotopremiya-golosa-makro-fotografiya,69.05276859967088,65-70,2018-01-30T11:35:12Z,30,0.02625785308390041,55.416000000000004
Независимые авторы,prezza,evgenij-evtushenko-poeht-v-rossii-01-29,65.31355308828782,65-70,2018-01-30T11:38:33Z,30,3.601120316111648e-05,0.076
Независимые авторы,piranya,2018-1-30t18-40-36,70.15311581192981,70+,2018-01-30T11:40:36Z,30,0.0002909326150121779,0.614
Независимые авторы,kive2k,betterbetting-chesna-nova-era-sportivnikh-stavok,41.372411882150736,25-20,2018-01-30T11:48:30Z,30,0.0,0.0
Апвот 50-50,nerengot,fraktal-21-apvot100,66.51633040041823,65-70,2018-01-30T11:50:21Z,30,0.004476761150871428,9.448
Независимые авторы,hodlweek,mirovye-lidery-obespokoeny-tem-chto-kriptovalyuta-mozhet-stat-karmannym-ofshorom,55.64395530071659,50-60,2018-01-30T11:51:15Z,30,0.0,0.0
Независимые авторы,habreplicator,razrabotka-prilozhenii-dlya-ios-nachni-kareru-347828,67.48414801763656,65-70,2018-01-30T11:55:21Z,30,0.0,0.0
Апвот 50-50,legin,retrofoto-iz-serii-chto-za-khren,53.76850321638203,50-60,2018-01-30T11:55:24Z,30,0.0,0.0
Независимые авторы,agalak,piterskie-priklyucheniya,52.449600993111275,50-60,2018-01-30T11:58:06Z,30,0.0,0.0
Независимые авторы,frostpik,5il9a-2-svezhikh-airodropa-cherez-aktivaciyu-v-telegram,45.066058140957786,25-20,2018-01-30T12:00:57Z,30,0.0,0.0
Независимые авторы,amimurka,luchshe-sinicza-v-rukakh,42.70482851877547,25-20,2018-01-30T12:03:45Z,30,0.0,0.0
Независимые авторы,frostpik,3-tri-svezhikh-airodropa-cherez-aktivaciyu-v-telegram,45.080252693418835,25-20,2018-01-30T12:06:54Z,30,0.0,0.0
Независимые авторы,cryptoznaniya,poluchite-besplatno-tokeny-v-ico-proekte-nkor-l-airdrop,34.47689906889583,25-20,2018-01-30T12:11:36Z,30,0.0,0.0
Независимые авторы,lizatym11,estafeta-cveta-oranzhevyi-vtornik,42.59273384738482,25-20,2018-01-30T12:12:24Z,30,0.0,0.0
Независимые авторы,ianboil,roza-i-kotiki,67.05986424733459,65-70,2018-01-30T12:14:51Z,30,0.00037195782212468996,0.785
Независимые авторы,tinochka,stoyu-odna-na-zhutkom-perekryostke-stikhi-dobavlyu-vam-nemnogo-grusti-v-etot-chudesnyi-vecher-druzya,69.57854127433131,65-70,2018-01-30T12:17:48Z,30,2.4165412647591322e-05,0.051
Независимые авторы,aimer1337,wepower-platforma-dlya-torgovli-zelenoi-energiei-na-blokcheine,55.111693434128384,50-60,2018-01-30T12:20:36Z,30,0.0,0.0
Независимые авторы,alex4741991,onlain-kurs-ot-vp-pedsovet-khudozhestvennyi-fit-klub-netradicionnykh-tekhnik-domashnee-zadanie-uroku-4-tancuyut-i-penyatsya,50.31618631824281,50-60,2018-01-30T12:23:03Z,30,8.860651304116818e-05,0.187
Независимые авторы,rehash,cut-proekta-refereum,41.75995273342312,25-20,2018-01-30T12:23:39Z,30,0.0,0.0
Независимые авторы,derakelpo,proza-kniga-lost-in-reality-chast-3,37.34731885159589,25-20,2018-01-30T12:27:45Z,30,0.0,0.0
Независимые авторы,gorodnichev,otlozhennyi-post,0.0,0-25,2018-01-30T12:31:57Z,30,0.0,0.0
Независимые авторы,alejandr,photography-at-garden,27.926700400503996,25-20,2018-01-30T12:34:18Z,30,0.0,0.0
Независимые авторы,karamellka,moi-fotografii-13,36.13508705305473,25-20,2018-01-30T12:34:42Z,30,0.0,0.0
Независимые авторы,gorodnichev,6pho8m-otlozhennyi-post,0.0,0-25,2018-01-30T12:37:30Z,30,0.0,0.0
Независимые авторы,golos.loto,5x36-golos-lottery-1454-7938,80.28447829866127,70+,2018-01-30T12:40:06Z,30,0.01496834089289039,31.59
Независимые авторы,maxx40,airdrop-500-sct-za-registraciyu-i-200-sct-za-podpisku-na-telegramm,53.39330284130345,50-60,2018-01-30T12:44:33Z,30,0.0,0.0
Независимые авторы,vibelita,56fkjc-the-cloud-and-sky,64.60883519605268,60-65,2018-01-30T12:50:39Z,30,0.0,0.0
Независимые авторы,alexcryptonewbie,scam-alert-charli-li-ne-razdaet-laitkoiny-cherez-tvitter-eto-razvod,40.709840704770635,25-20,2018-01-30T12:52:45Z,30,0.0,0.0
Независимые авторы,ulla,domashnee-zadanie-k-onlain-kursu-put-k-uspekhu-zanyatie-4-neobkhodimost-delat-vybor,41.98256305521176,25-20,2018-01-30T12:56:51Z,30,0.0,0.0
Независимые авторы,alliex.top,art-oil-or-obrisovka-24,52.47281413122815,50-60,2018-01-30T12:59:54Z,30,0.0,0.0
Апвот 50-50,yrez1986,vzaimnaya-podpiska,46.03859377230625,25-20,2018-01-30T13:03:27Z,30,0.0,0.0
Независимые авторы,lavrov,v-lesu-rodilasx-yolochka-2018-01-30-18-03-04,44.9312477662432,25-20,2018-01-30T13:03:27Z,30,0.0,0.0
Независимые авторы,kovatelj,blender-eshche-odna-modelx-v-mulxtyashnom-stile,65.96218506936219,65-70,2018-01-30T13:05:36Z,30,0.00010424295651902139,0.22
Vox Populi,vp-painting,risuem-rybku-v-vektornom-redaktore-adobe-illustrator,76.19155460186286,70+,2018-01-30T13:10:27Z,30,0.036772176743705344,77.60600000000001
Независимые авторы,arcange,finansovyi-otchet-20180129,79.85223318151762,70+,2018-01-30T13:13:48Z,30,0.003223950346161007,6.803999999999999
Независимые авторы,olechkarud,fotokonkurs-vremena-goda-ot-leylar-u-prirody-net-plokhoi-pogody-zimnii-briz-interesnoe-video-rybok-v-zamerzayushem-prudu,64.66931789405429,60-65,2018-01-30T13:14:03Z,30,0.0026250271777971752,5.54
Апвот 50-50,alexandergolos,5k9qbe-razmer-komissionnykh-v-seti-bitkoina-upal-v-10-raz,58.463480170002825,50-60,2018-01-30T13:23:42Z,30,0.0,0.0
Независимые авторы,habreplicator,perevod-oon-mozhet-zavershit-masshtabnyi-sluchainyi-eksperiment-po-snizheniyu-skorosti-nastupleniya-globalnogo-potepleniya-297631,67.4690495297257,65-70,2018-01-28T19:15:18Z,28,0.0,0.0
Независимые авторы,black-eye,2mnm7c-photography-black-eye,64.3516804064573,60-65,2018-01-28T19:18:21Z,28,1.1309375979823502e-05,0.019
Независимые авторы,teapi,chelovek-super-evm,25.067756772094278,25-20,2018-01-28T19:22:24Z,28,0.0,0.0
Независимые авторы,cryptopirates,spisok-chat-boty-15-shtuk-dlya-razdachi-besplatnoi-kriptovalyuty-telegramm-kanal-airdrop-bounty,36.02401770056265,25-20,2018-01-28T19:58:06Z,28,0.0,0.0
Апвот 50-50,jorge,rossiiskaya-obshestvennaya-iniciativa-peticiya-nomer-36736-video,62.508996994200075,60-65,2018-01-28T20:32:18Z,28,0.00041904214156819716,0.7040000000000001
Апвот 50-50,perpetuummobile,komu-to-segodnya-gorit-krasnyi,56.70856523040966,50-60,2018-01-28T20:57:48Z,28,0.0,0.0
Независимые авторы,solange,nezhnost,35.25576987156628,25-20,2018-01-28T21:17:09Z,28,0.0,0.0
Независимые авторы,onecoin,onelife-mastermind-event-zagreb-2018,0.0,0-25,2018-01-28T21:18:51Z,28,0.0,0.0
Независимые авторы,triananda,progulka-do-goroda-wonogiri,32.090215356746214,25-20,2018-01-28T21:24:39Z,28,0.0,0.0
Независимые авторы,lindsay,s-priezdom-menya,44.54350128190369,25-20,2018-01-28T21:45:45Z,28,0.0,0.0
Независимые авторы,onecoin,frank-riketts-iz-londona-onecoin-onelife,0.0,0-25,2018-01-28T22:17:45Z,28,0.0,0.0
Независимые авторы,ekantrina0203,kak-polyubit-ponedelnik,36.706257707277196,25-20,2018-01-28T22:35:36Z,28,1.547598818291637e-05,0.026000000000000002
Апвот 50-50,komtruz,siacoin-chashka-s-ruchkoi,58.029176679395285,50-60,2018-01-28T22:41:03Z,28,0.010389745143569431,17.455
Независимые авторы,habreplicator,analizirui-eto-mista-ru-347096,67.46956644501108,65-70,2018-01-28T22:48:48Z,28,0.0,0.0
Независимые авторы,svetozarhobbot,stikhi-na-plenere,56.996288311403525,50-60,2018-01-28T22:56:24Z,28,0.0003386860490799775,0.569
Независимые авторы,ayrat72,moskva-khram-khrista-spasitielia,61.933824090349724,60-65,2018-01-28T22:58:57Z,28,0.00233985036719401,3.931
Независимые авторы,xirax,34q53l-peruvian-girl,29.60718685450254,25-20,2018-01-28T23:12:09Z,28,0.0,0.0
Независимые авторы,xirax,neo-btc,30.02422673216939,25-20,2018-01-28T23:36:12Z,28,0.0,0.0
Апвот 50-50,onegin,29012018-torgovyij-plan-na-segodnya,61.93090572300006,60-65,2018-01-28T23:54:30Z,28,0.0004291610569185655,0.721
Независимые авторы,svetozarhobbot,durak,55.90072433389169,50-60,2018-01-29T00:00:30Z,29,0.0,0.0
Независимые авторы,ivalentin,krasnaya-kantata,62.00033109581845,60-65,2018-01-29T00:16:33Z,29,0.004215307939466009,10.65
Независимые авторы,morningswellow,zmei-vypolzayut,49.43078272415482,25-20,2018-01-29T00:18:54Z,29,0.0,0.0
Независимые авторы,vredaktor,bereznyak,64.28886101090195,60-65,2018-01-29T00:27:21Z,29,0.002442107979953547,6.17
Независимые авторы,whoib,remember-9-11,31.73715788074652,25-20,2018-01-29T00:33:30Z,29,0.0,0.0
