cat,author,permlink,author_reputation,rep_group,created,day,percent,total_payout_value
Независимые авторы,arslanbek,blokchein,20.52727540572704,0-25,2018-01-31T17:42:12Z,31,0.0,0.0
Независимые авторы,piranya,mebelx-na-zakaz-ot-proizvoditelya-spb,70.15312741300707,70+,2018-01-31T18:06:33Z,31,2.5164615380034133e-05,0.042
Независимые авторы,bmakeew,poezdka-v-gruziyu-avgust-2017-part-19,36.85627108713505,25-20,2018-01-31T18:07:51Z,31,0.0,0.0
Независимые авторы,nickfromua,ochen-krovavoe-zrelishe-s-neustoichivoi-psikhikoi-luchshego-etogo-ne-videt,28.530416523938005,25-20,2018-01-31T18:09:18Z,31,0.0,0.0
Независимые авторы,dimitrius91,v-seti-nashli-banner-na-kotoryi-kliknet-kazhdyi,20.45900310505468,0-25,2018-01-31T18:13:39Z,31,0.0,0.0
Независимые авторы,pasha63,priyatnaya-zimovka,42.924121891106665,25-20,2018-01-31T18:15:27Z,31,9.886098899299123e-05,0.165
Независимые авторы,sandmanof,glava-minfina-ssha-poobeshal-sankcii-na-osnove-kremlevskogo-doklada,40.353962847678474,25-20,2018-01-31T18:22:48Z,31,0.0,0.0
Независимые авторы,alex-r,https-po-gost-na-linux-dlya-soap-rosreestra-https-portal-rosreestr-ru-4433-cxf-external-wsdl,36.93458544937665,25-20,2018-01-31T18:46:15Z,31,0.0,0.0
Независимые авторы,sandmanof,6amrk8-zhizn-zamechatelnykh-lyudei,40.354371338004405,25-20,2018-01-31T18:51:15Z,31,0.0,0.0
Независимые авторы,arslanbek,7-shagov-dlya-vybora-nishi,22.429762608863633,0-25,2018-01-31T18:55:21Z,31,0.0,0.0
Независимые авторы,mrzet,copytrack-poslednii-shans,54.13766338273247,50-60,2018-01-31T18:56:57Z,31,0.0,0.0
Независимые авторы,duosre,globcoin-crypto-platform-obzor-ico,48.9535314462991,25-20,2018-01-31T19:29:39Z,31,0.0,0.0
Независимые авторы,mrzet,experty-io-zvonki-na-baze-kriptovalyut,54.095805254122,50-60,2018-01-31T19:34:15Z,31,0.0,0.0
Апвот 50-50,vipganyan,bu-uygulama-cok-konusulacak-pindify,40.54103198297109,25-20,2018-01-31T19:36:30Z,31,0.0,0.0
Независимые авторы,zorikto,privet,24.768513613483343,0-25,2018-01-31T19:41:21Z,31,0.0,0.0
Независимые авторы,unik09,ptichka-nevelichka,47.19978457535318,25-20,2018-01-31T19:51:00Z,31,0.0,0.0
Независимые авторы,habreplicator,facebook-zapretil-lyubuyu-reklamu-svyazannuyu-s-kriptovalyutami-297741,67.51188041918404,65-70,2018-01-31T19:56:54Z,31,0.0,0.0
Независимые авторы,sick-jacken,u-world-of-warcraft-voznikli-problemy,42.340771254873275,25-20,2018-01-31T20:08:00Z,31,0.0005428367031978791,0.9059999999999999
Независимые авторы,capitalist001,issledovanie-wannamine-dlya-maininga-monero-mozhet-vzlomat-lyubuyu-sistemu,21.021166305037475,0-25,2018-01-31T20:46:21Z,31,0.0,0.0
Независимые авторы,elplaga,10-samykh-glupykh-khobbi,31.681737312847666,25-20,2018-01-31T20:49:54Z,31,0.0,0.0
Независимые авторы,elplaga,zvezda-po-imeni-solnce-vladivostok,23.394511293886666,0-25,2018-01-31T20:58:18Z,31,0.0,0.0
Независимые авторы,svetozarhobbot,khochetsya-zavyt,56.99587539608127,50-60,2018-01-31T21:30:03Z,31,0.0,0.0
Независимые авторы,prynet,fotokartochka-slovo-kotoroe-poteryalo-smysl,59.82902066187421,50-60,2018-01-31T21:39:09Z,31,0.0,0.0
Независимые авторы,truelove,truelove,23.89390450638909,0-25,2018-01-31T21:51:03Z,31,0.0,0.0
Независимые авторы,habreplicator,bezopasnost-prevyshe-vsego-obzor-naushnikov-etymotic-mc3-i-hd5-297743,67.51188062684476,65-70,2018-01-31T21:58:54Z,31,0.0,0.0
Независимые авторы,osnova,krik-dushi,17.866907155965542,0-25,2018-01-31T22:03:54Z,31,0.0,0.0
Независимые авторы,tatyana54,vsem-khoroshego-dnya-i-otlichnogo-nastroeniya,60.91642591589367,60-65,2018-01-31T22:23:00Z,31,2.1569670325743544e-05,0.036000000000000004
Независимые авторы,habreplicator,napisanie-blockchain-menee-chem-za-200-strok-koda-na-go-347930,67.5111234407409,65-70,2018-01-31T22:29:24Z,31,0.0,0.0
Апвот 50-50,shinereading,neirony-rasskazhut-kto-tvoi-nastoyashii-drug,68.90661737463135,65-70,2018-01-31T22:31:51Z,31,2.755881882831621,4599.595
Апвот 50-50,jaath,tekhnicheskii-obzor-platfomy-paymon,51.94478304432687,50-60,2018-01-31T22:46:12Z,31,8.148542123058673e-05,0.136
Независимые авторы,elplaga,kamchatka-2016-god,25.967754923304753,25-20,2018-01-31T23:38:57Z,31,0.0,0.0
Независимые авторы,ayrat72,modnyi-pernatyi-s-pricheskoi,62.268739179768126,60-65,2018-01-31T23:40:15Z,31,0.002297169889691687,3.8339999999999996
Независимые авторы,dddddd45d46,cryptokami-decentralizovannaya-rezervnaya-sistema,29.9659737123678,25-20,2018-01-31T23:51:09Z,31,0.0,0.0
Независимые авторы,carmen,twins-moya-fotografiya-dnya,48.452353202903666,25-20,2018-01-31T23:58:45Z,31,0.0,0.0
Независимые авторы,lubuschka,puteshestvie-v-neizvestnost-v-plenu-chast-1-02-01,64.68335563637919,60-65,2018-02-01T00:22:18Z,1,0.00027530047678915435,0.493
Независимые авторы,sexturist,mify-ob-afrike-18,0.0,0-25,2018-02-01T00:26:15Z,1,0.0,0.0
Vox Populi,vp-minsk,kinoteatry-minska-chast-3,74.33932245035837,70+,2018-02-01T00:32:03Z,1,0.04081818184864103,73.096
Независимые авторы,analytics,tags-rating-01-2018,60.42466759818934,60-65,2018-02-01T00:35:51Z,1,0.0001301115843648539,0.233
Независимые авторы,lidia2018,kursy,20.61954608075712,0-25,2018-02-01T00:45:09Z,1,0.0,0.0
Апвот 50-50,ivan2018,vsem-privet-stavim-golosa-post-obeshaet-byt-mega-poleznym-60,53.22810767664492,50-60,2018-02-01T00:48:30Z,1,0.0009392604502218207,1.682
Независимые авторы,dnevnikpsihologa,krasivaya-devushka-s-grustnymi-glazami,28.50749531282669,25-20,2018-02-01T00:50:06Z,1,0.0,0.0
Апвот 50-50,vika30,5mgxlw-yumor,51.52988968450448,50-60,2018-02-01T00:51:51Z,1,4.9140855897455544e-05,0.08800000000000001
Независимые авторы,manavendra,steemit-kak-ya-delegiroval-11sp-i-chto-eto-dalo,63.572622268396636,60-65,2018-02-01T00:51:54Z,1,6.645183922496829e-05,0.11900000000000001
Независимые авторы,tsyhan,bounty-baunti-kompaniya-elig,57.795590382173174,50-60,2018-02-01T00:52:45Z,1,0.0,0.0
Независимые авторы,lubuschka,puteshestvie-v-neizvestnost-v-plenuchast-2-02-01,64.68335563637919,60-65,2018-02-01T00:53:06Z,1,0.00019991393649192139,0.358
Независимые авторы,hitman1440,khakery-nauchilis-besplatno-delat-bilety-na-elektrichki-rzhd,14.957034174895426,0-25,2018-02-01T00:54:51Z,1,0.0,0.0
Независимые авторы,dobryj.kit,ezhednevnaya-statistika-top-250-avtorskikh-vyplat-za-31-01-2018g,70.13800089206785,70+,2018-02-01T01:00:27Z,1,0.0009124563470050268,1.6340000000000001
Независимые авторы,quarks,myzinskii-most-v-nizhnem-novgorode-ne-dozhdalsya-remonta-i-tresnul,30.5626102089154,25-20,2018-02-01T01:06:51Z,1,0.0,0.0
Независимые авторы,bimosha,listing-bitkoina-bitkoin-kesha-i-drugikh-pap-v-nashei-rubrike-kriptosobytiya,36.641494003298064,25-20,2018-02-01T01:11:18Z,1,0.0,0.0
Независимые авторы,hodlweek,2hedvb-high-low-dnya-top-10-kriptovalyut,55.66030417121891,50-60,2018-02-01T01:22:57Z,1,0.0,0.0
Апвот 50-50,onegin,01022018-torgovyij-plan-na-segodnya,62.03176636460579,60-65,2018-02-01T01:28:03Z,1,7.985389083336525e-05,0.14300000000000002
Vox Populi,vp-liganovi4kov,golos-novichka-anketa-yanakonozova,75.29987023699914,70+,2018-02-01T01:29:24Z,1,0.07520226208761746,134.67
Независимые авторы,live-life,in-the-end-it-was-not-a-chiwawa,50.078179112943474,50-60,2018-02-01T01:31:45Z,1,0.0,0.0
Независимые авторы,habreplicator,perevod-ux-issledovaniya-i-sila-dokazatelstv-347994,67.51222476402091,65-70,2018-02-01T01:34:42Z,1,0.0,0.0
Независимые авторы,antitanic,den-rozhdeniya-poni,34.298790798034275,25-20,2018-02-01T01:38:42Z,1,0.0,0.0
Независимые авторы,criptash,dzhon-makafi-po-prezhnemu-uveren-v-millione-dollarov-za-odin-bitkoin-k-2020-godu,15.19101067449914,0-25,2018-02-01T01:38:51Z,1,0.0,0.0
Независимые авторы,polyideic,novosti-v-ukraine,70.39815559364736,70+,2018-02-01T01:40:09Z,1,6.030923223778635e-05,0.10800000000000001
Независимые авторы,dmntr,telegram,17.93551335639138,0-25,2018-02-01T01:43:09Z,1,0.0,0.0
Независимые авторы,wellboris,kak-izbavitsya-ot-ushek-na-bedrakh,11.469522441552833,0-25,2018-02-01T01:44:06Z,1,0.0,0.0
Независимые авторы,pavelval,film-geoshtorm,66.69522045225256,65-70,2018-02-01T01:46:48Z,1,0.0,0.0
Независимые авторы,dimvas,na-chto-vy-gotovy-radi-prodleniya-svoei-zhizni,18.24046408837563,0-25,2018-02-01T01:49:51Z,1,0.0,0.0
Независимые авторы,maxxco6,religiya-i-politika-skvoz-prizmu-fantastiki,53.77640801287473,50-60,2018-02-01T01:50:21Z,1,0.0,0.0
Независимые авторы,ivan-88,prognoz-na-futbolnyi-match-barselona-valensiya,18.472979280495526,0-25,2018-02-01T01:53:00Z,1,0.0,0.0
Независимые авторы,arcange,ezhednevnyi-otchet-20180131,79.8522331675363,70+,2018-02-01T01:58:00Z,1,0.0033443702951120595,5.989
Независимые авторы,psychkrhoz,inquiries-need-some-answers,28.813181358907705,25-20,2018-02-01T02:00:06Z,1,0.0,0.0
PSK,stepanov,gomeopatiya-ocillokokcinum-po-cene-50-000-rub-za-kilogramm-sakhara,73.6218898259087,70+,2018-02-01T02:00:54Z,1,3.2432272452987556,5807.876
Независимые авторы,pohja,5ahjvy-maining-glazami-chainika,38.146217750776735,25-20,2018-02-02T16:27:57Z,2,0.0,0.0
Независимые авторы,dima-1990,vzaimovygodnye-usloviya-sotrudnichestva-usdusdusd,31.41309478687102,25-20,2018-02-02T16:35:51Z,2,0.0,0.0
Независимые авторы,natalila,konkurs-tri-grani-tvorchestva,42.3724019222246,25-20,2018-02-02T16:37:30Z,2,0.000934846254847556,0.8590000000000001
Независимые авторы,sss2403,luxcess-group-obedinenie-tekhnologii-i-investicii,35.365911257928175,25-20,2018-02-02T16:43:39Z,2,0.0,0.0
Независимые авторы,rzdfreeseatbot,ja-podgotovil-dlja-vas-statistiku-abakanmoskva-fri-feb-02-000000-msk-20182018-02-03-01-01-14-572,58.764337846054055,50-60,2018-02-02T17:01:15Z,2,0.0,0.0
Независимые авторы,vadimsen,airdropchiki-za-segodnya-02-02-2018,27.056742692522402,25-20,2018-02-02T17:05:15Z,2,0.0,0.0
Независимые авторы,dima-1990,rekord-ginnesa-po-detorozhdeniyuusdusdusd,31.891182691286975,25-20,2018-02-02T17:22:48Z,2,0.0,0.0
Независимые авторы,ulla,domashnee-zadanie-onlain-kurs-triz-pedagogika-dlya-detei-i-roditelei-zanyatie-4-triz-igry-dlya-razvitiya-dialekticheskogo,42.03497600986234,25-20,2018-02-02T17:28:51Z,2,0.0,0.0
Независимые авторы,votetopavel,rasskaz-nomer-devyanosto,57.744495426644825,50-60,2018-02-02T17:37:24Z,2,0.0,0.0
Независимые авторы,sss2403,fintrux-globalnaya-sistema-kreditovaniya-p2p,35.4157033003123,25-20,2018-02-02T17:42:45Z,2,0.0,0.0
Независимые авторы,plohayadevochka,konechnyi-rezultat-moei-tatu-pandy,67.47278922563845,65-70,2018-02-02T18:00:09Z,2,3.3737175669702254e-05,0.031
Независимые авторы,carbonado,binance-yavlyaetsya-li-eto-kriptovalyutnoi-birzhei,33.3599091668852,25-20,2018-02-02T18:16:51Z,2,0.0,0.0
Апвот 50-50,arcanebinder,2018-2-3t01-24-26,46.42758567994087,25-20,2018-02-02T18:24:27Z,2,0.004336859517540757,3.985
Независимые авторы,hakamura,paymon-budushee-v-sfere-kriptovalyuty,32.4075941782526,25-20,2018-02-02T18:38:00Z,2,0.0,0.0
Независимые авторы,panterka,prishlo-vremya-torgovli-decentralizovannymi-energeticheskimi-tokenami,40.56158519157172,25-20,2018-02-02T19:33:15Z,2,0.0,0.0
Независимые авторы,netuoso,ethereum-eos-price-1517618526,53.4698733001931,50-60,2018-02-02T19:42:09Z,2,0.0,0.0
Независимые авторы,carbonado,luchshee-oborudovanie-dlya-maininga-ethereum-2018-chast-1,33.38146790297482,25-20,2018-02-02T19:48:57Z,2,0.0,0.0
Независимые авторы,yura81,chto-takoe-stim-steem,33.90593871340974,25-20,2018-02-02T19:58:24Z,2,0.0,0.0
Независимые авторы,pisatel,re-pisatel-ce2014m1231wed123000-20180203t013531349z,32.857911542495785,25-20,2018-02-02T20:35:30Z,2,0.0,0.0
Независимые авторы,cryptotaofficial,fintrux-sozdaet-sistemu-globalnogo-kreditovaniya-p2p,49.52420515081412,25-20,2018-02-02T20:42:54Z,2,0.0,0.0
Независимые авторы,black-eye,photography,64.35461337174026,60-65,2018-02-02T20:52:06Z,2,0.0,0.0
Независимые авторы,habreplicator,programmist-pragmatik-put-ot-podmasterya-k-masteru-korotko-o-glavnom-chast-pervaya-348116,67.53259044819698,65-70,2018-02-02T21:19:27Z,2,0.0,0.0
Независимые авторы,svetozarhobbot,zhila-byla-princessa,57.07451414779128,50-60,2018-02-02T22:11:42Z,2,0.0,0.0
Независимые авторы,mart69,ne-slyshat-zla,39.46591738168107,25-20,2018-02-02T22:27:03Z,2,0.0,0.0
Апвот 50-50,leona-100,kuda-poekhat-s-rebenkom-na-vesennie-kanikuly,48.68359202110308,25-20,2018-02-02T23:03:30Z,2,0.0,0.0
Vox Populi,vox.mens,poeziya-rycarskoe-goticheskoe,78.19146729916696,70+,2018-02-02T23:07:18Z,2,0.08007137741607559,73.575
Независимые авторы,blockchian,nassim-nicholas-taleb-vs-david-birch-on-the-bitcoin-standard-d05c80fcba703,40.439484869821456,25-20,2018-02-02T23:11:24Z,2,0.0,0.0
Независимые авторы,habreplicator,istoriya-vzloma-odnogo-wordpress-plagina-ili-o-tom-kak-vy-dopuskaete-uyazvimosti-v-svoikh-proektakh-348142,67.53259044819698,65-70,2018-02-02T23:21:27Z,2,0.0,0.0
Апвот 50-50,yrez1986,delaete-pokupki-na-aliexpress-i-khotite-nemnogo-sekonomit,46.75540802473489,25-20,2018-02-03T00:04:48Z,3,0.0,0.0
Независимые авторы,vredaktor,mart-aprel-skoro-skoro,64.3450296181397,60-65,2018-02-03T00:11:15Z,3,0.0010065025706830022,1.4809999999999999
Независимые авторы,joyasenka,more-eto-mesto-uedineniya,35.37314760404169,25-20,2018-02-03T00:44:54Z,3,0.0,0.0
Vox Populi,vox.mens,chutx-chutx-drugie---ne-oshibisx-20,78.21927735681095,70+,2018-02-03T01:00:06Z,3,0.05225386202206258,76.888
Независимые авторы,dobryj.kit,ezhednevnaya-statistika-top-250-avtorskikh-vyplat-za-02-02-2018g,70.14059914294579,70+,2018-02-03T01:00:24Z,3,0.0002419411986246785,0.35600000000000004
Независимые авторы,arcange,ezhednevnyi-khit-parad-dlya-nachinayushchikh-20180201,79.86858133028052,70+,2018-02-03T01:02:09Z,3,0.00256484854946499,3.7739999999999996
Независимые авторы,duosre,ico-joytoken-obedinyaya-geiming-i-blokchein-ico-obzor,50.949615060018296,50-60,2018-02-03T01:18:03Z,3,0.0,0.0
Независимые авторы,flinth1,paradoks,23.649355387637087,0-25,2018-02-03T01:24:39Z,3,0.0,0.0
Независимые авторы,proza.voxmens,proza-pochti-rozhdestvenskaya-istoriya--chastx-2--v-etom-dome-ostalosx-zhitx-moe-detstvo,70.67364933069149,70+,2018-02-03T01:30:06Z,3,2.8569538090281053,4203.813
Vox Populi,vp-papamama,top-knig-dlya-semeijnogo-chteniya-obmenyaemsya-spiskami,73.54118030975101,70+,2018-02-03T01:32:30Z,3,0.05850015852925196,86.079
Независимые авторы,news-ico,gibraltarskaya-fondovaya-birzha-gbx-provodit-ico,43.240111419080655,25-20,2018-02-03T01:33:09Z,3,0.0,0.0
Независимые авторы,notus,nakopitelnye-kriptovalyutnye-krany,26.108604921840218,25-20,2018-02-03T01:33:18Z,3,0.0,0.0
Апвот 50-50,spinner,sezon-rybolovnykh-vystavok-v-razgare,78.76366180372833,70+,2018-02-03T01:47:12Z,3,2.999192806685836,4413.108
Независимые авторы,sergeydubov,zapomnite-odno-bitcoin-eto-budushee-on-ubet-dollar-i-stanet-na-pedestal,47.15058648885672,25-20,2018-02-03T01:49:03Z,3,0.0,0.0
Апвот 50-50,trunjgun,crossout-leviafanchik,45.69629128320437,25-20,2018-02-03T01:52:42Z,3,0.0,0.0
Независимые авторы,anonymous.author,konkurs-stihov-26--stih-13,74.53582814217326,70+,2018-02-03T02:00:06Z,3,1.7899108902701453,2633.732
Апвот 50-50,tatianavishny,tvoi-den-rozhdenie,46.02829946181018,25-20,2018-02-03T02:09:48Z,3,0.0,0.0
Независимые авторы,animal-life,pochemu-lyudi-zavodyat-domashnikh-zhivotnykh-preimushestva-soderzhaniya-domashnikh-lyubimcev,56.47673917234949,50-60,2018-02-03T02:12:24Z,3,0.02350907287310359,34.592
Апвот 50-50,kameron1971,rano-ili-pozdno-no-vse-naladitsya,63.81692798394215,60-65,2018-02-03T02:20:33Z,3,0.0019960148886535973,2.937
Независимые авторы,forward,perspektivy-bitkoina,18.786689268159712,0-25,2018-02-03T02:20:48Z,3,0.0,0.0
Независимые авторы,matador,volk-uoll-strit-schitaet-chto-pered-obvalom-bitkoin-mozhet-dostignut-50-tys-doll,19.19256186509167,0-25,2018-02-03T02:39:18Z,3,0.0,0.0
Независимые авторы,golem7,promyshlennost-moskvy-sokolnicheskii-mukomolnyi-kombinat,55.962038602680835,50-60,2018-02-03T02:39:39Z,3,0.0,0.0
Независимые авторы,habreplicator,svoya-igra-297715,67.5327564566986,65-70,2018-02-03T02:54:57Z,3,0.0,0.0
Независимые авторы,racib,rakib-novosti-lukashenko-ya-povelsya-nachinaem-mainit-kriptovalyutu,47.987383439754694,25-20,2018-02-03T02:56:54Z,3,2.7184404339851514e-05,0.04
Апвот 50-50,papuzha,naskolko-otvetstvenny-ubiicy-s-povrezhdeniem-mozga,46.521315861016205,25-20,2018-02-03T02:58:54Z,3,0.001546792606937551,2.276
Независимые авторы,emin-panin,utechka-gospoda-no-nash-korabl-eshe-na-plavu,55.090829017081546,50-60,2018-02-03T03:13:24Z,3,7.27182816091028e-05,0.107
Независимые авторы,elinafrost,vrachebnaya-oshibka-doktora-v-veresaeva-kniga-pravdy,32.69328667619935,25-20,2018-02-03T03:19:00Z,3,0.0,0.0
Независимые авторы,vox-popilili,pozdravlyaem-pobeditelya-golos-loto-disperata-vyigral-superpriz-100-zolotykh-v-tirazhe-1469-7953,58.11451399997454,50-60,2018-02-03T03:26:45Z,3,0.0,0.0
Независимые авторы,carbonado,50-stikhov-dlya-razvitiya-dikcii-vashego-rebenka,33.742877729789974,25-20,2018-02-03T03:33:15Z,3,0.0,0.0
Независимые авторы,botopolo,pobeda-nad-strakhom-moshchnyij-ryvok-i-ty-pobeditelx,44.70529257435622,25-20,2018-02-03T03:35:57Z,3,0.0,0.0
Независимые авторы,kudesnikaltay,mobi-dik-podvodnaya-lodka-golosa,65.22968699285536,65-70,2018-02-03T03:47:30Z,3,2.0388303254888637e-05,0.03
Независимые авторы,investcrypto,fuzex-chto-eto,49.67217679220195,25-20,2018-02-03T03:57:57Z,3,0.0,0.0
Независимые авторы,palitra,estafeta-cveta-sinyaya-subbota-polevye-cvety,55.72090615397388,50-60,2018-02-03T04:00:57Z,3,8.495126356203599e-05,0.125
Независимые авторы,sergeydubov,v-2017-godu-bylo-provedeno-19-forkov-bitkoina,47.311215692445785,25-20,2018-02-03T04:18:27Z,3,0.0,0.0
Независимые авторы,alexkazan,telegram-kanal-yetimologiya-slov-i-vyrazheniij-istoriya-proiskhozhdeniya-vyrazheniya-pyataya-kolonna,44.97709512013594,25-20,2018-02-03T04:21:39Z,3,0.0,0.0
Апвот 50-50,maryatekun,biznes-vyzov-chto-pochitat-novye-interesnye-knigi-v-magazine-shizzart,63.46832070878793,60-65,2018-02-03T04:54:45Z,3,0.03420069909996719,50.324
Апвот 50-50,onur1s,khochu-stat-masternodom,76.84378533675603,70+,2018-02-03T04:57:12Z,3,2.8423931624535723,4182.388
Независимые авторы,yanakonozova,my-s-toboi-postroili-etot-mir,50.59121330607493,50-60,2018-02-03T05:02:21Z,3,0.0,0.0
Независимые авторы,nuoviso,ganzheitliche-selbsterkenntnis--equiano-intensio-20180203t100631566z,27.508085257133814,25-20,2018-02-03T05:06:33Z,3,0.0,0.0
Апвот 50-50,mimocrocodil,koryazhka-tut-reshila-slegka-rastrusit-moshnu-i-vlozhitsya-v-neirointerfeisy,76.44500845190183,70+,2018-02-03T05:08:48Z,3,2.693289423089921,3962.992
Независимые авторы,carbonado,udivitelnye-fakty-o-nashikh-glazakh,33.90907567148429,25-20,2018-02-03T05:11:57Z,3,0.0,0.0
Независимые авторы,papuzha,privet-golos-idu-na-vzlyot,46.54214686307114,25-20,2018-02-01T02:03:12Z,1,2.233675268066161e-05,0.04
Независимые авторы,duosre,boosteroid-ico-obzor-baunti-kampaniya,49.22737444082527,25-20,2018-02-01T02:04:18Z,1,0.0,0.0
Независимые авторы,insaf,xiaomi-mi-mix-2s-mozhet-stat-pervym-smartfonom-s-snapdragon-845,23.8854202818205,0-25,2018-02-01T02:05:33Z,1,0.0,0.0
Независимые авторы,igor69,zhivi-segodnyashnim-dnyom,41.45307704576922,25-20,2018-02-01T02:28:48Z,1,0.0,0.0
Независимые авторы,romanpushka,airdrop-88-tubi-besplatno-za-podpisku-telegram,35.8361890885203,25-20,2018-02-01T02:30:39Z,1,0.0,0.0
Независимые авторы,vasiliy777,motivaciya,32.74346122728046,25-20,2018-02-01T02:31:00Z,1,0.0,0.0
Независимые авторы,xtimtimx,6h5xze-new-hyip-projects-2017-which-pay,31.95059959191287,25-20,2018-02-01T02:32:42Z,1,0.0,0.0
Независимые авторы,alarm,re-alarm-rapbamattinpezutahcozfij-20180201t073604521z,50.97332533853169,50-60,2018-02-01T02:36:03Z,1,0.0,0.0
Независимые авторы,habreplicator,statya-o-tom-kak-my-poprobovali-primenit-sovremennye-neirosetevye-tekhnologii-chtoby-nakhodit-kaski-na-golovakh-lyudei-347956,67.51285249798696,65-70,2018-02-01T02:36:27Z,1,0.0,0.0
Независимые авторы,efim-off,lyubil-tvoril-ne-vral,69.65993933890226,65-70,2018-02-01T02:37:57Z,1,0.0004266319762006368,0.764
Независимые авторы,t3ran13,chitai-onlain-gospodstvo-klana-nespyashikh-skvoz-vrazheskii-stroi-kniga-7-glava-8-iz-15-ch-6,78.09896604782247,70+,2018-02-01T02:40:30Z,1,0.0005316147137997463,0.9520000000000001
Независимые авторы,vibelita,3avptr-the-cloud-and-sky,64.60978045024967,60-65,2018-02-01T02:55:00Z,1,0.0,0.0
Независимые авторы,tobi777,nezabyvaemyi-otdykh-v-krymu-2016,48.63969223725828,25-20,2018-02-01T03:01:39Z,1,0.0,0.0
Независимые авторы,timur1990,vsem-dobra,18.194630454016785,0-25,2018-02-01T03:05:00Z,1,0.0,0.0
Независимые авторы,habreplicator,svertochnaya-neironnaya-set-chast-2-obuchenie-algoritmom-obratnogo-rasprostraneniya-oshibki-348028,67.51285249798696,65-70,2018-02-01T03:06:57Z,1,0.0,0.0
Независимые авторы,evgeny.msk,altkoiny,30.475489825700617,25-20,2018-02-01T03:12:33Z,1,0.0,0.0
Независимые авторы,bovary,miss-balaklava-2018,70.96400752304366,70+,2018-02-01T03:13:24Z,1,0.00031383137516329565,0.562
Независимые авторы,timur1990,2d33sr-vsem-dobra,18.345639898465446,0-25,2018-02-01T03:20:24Z,1,0.0,0.0
Независимые авторы,tatyana54,blizhe-i-blizhe-k-vesne-i-vse-kholodnee-stanovitsya,60.96099886376382,60-65,2018-02-01T03:24:15Z,1,1.9544658595578912e-05,0.035
Независимые авторы,shalva,zhizn-v-shveicarii-status-bezhenca,19.7939818528611,0-25,2018-02-01T03:25:24Z,1,0.0,0.0
Независимые авторы,thecoinshark,kriptovalyutnaya-birzha-huobi-otkroet-ofis-v-ssha,42.885967970475136,25-20,2018-02-01T03:27:15Z,1,0.0,0.0
Независимые авторы,maxxco6,don-kikhot-migel-rodrigo-de-servantes-chast-ii,53.77640801287473,50-60,2018-02-01T03:28:09Z,1,0.0,0.0
Независимые авторы,astrizak,biznes-vyzov-samovyvoz-dlya-magazina-na-platforme-pokupo,61.965689710546854,60-65,2018-02-01T03:28:18Z,1,0.016036113168263987,28.717
Независимые авторы,rastabandito,blokchein-znakomstvo-s-golos,46.501910573641126,25-20,2018-02-01T03:30:48Z,1,0.0,0.0
Независимые авторы,poimalotpysti,desyat-sovetov-dlya-trudovoi-rybalki-fidernoi-snastyu,26.510153999095184,25-20,2018-02-01T03:34:24Z,1,0.0,0.0
Независимые авторы,criptash,v-tvittere-ocherednoi-naplyv-feikov,15.097246909524442,0-25,2018-02-01T03:35:15Z,1,0.0,0.0
Независимые авторы,spetrov,belgorodskie-fragmenty,31.560220283053674,25-20,2018-02-01T03:42:06Z,1,0.0,0.0
Vox Populi,vp-actionlife,po-khriebtu-ot-novorossiiska-do-kabardinki,73.37442625562026,70+,2018-02-01T03:55:45Z,1,0.0751050972134566,134.496
Независимые авторы,skvo,nelyubimaya-zhenishina,55.02427755956275,50-60,2018-02-01T03:55:54Z,1,0.0,0.0
Независимые авторы,hodlweek,kogda-nachnetsya-regulirovanie-kriptovalyut-v-rossii,55.6607939994464,50-60,2018-02-01T04:07:00Z,1,0.0,0.0
Независимые авторы,habreplicator,perevod-seichas-vy-poimete-kak-otlozhit-vychisleniya-i-realizovat-lenivuyu-zagruzku-s-pomoshyu-intersectionobserver-348030,67.51312075330424,65-70,2018-02-01T04:07:57Z,1,0.0,0.0
Независимые авторы,botopolo,50-sovetov-dlya-kriptotorgovli,44.409058885946926,25-20,2018-02-01T04:09:03Z,1,0.0,0.0
Независимые авторы,sergey1981,fig-tree-fig,20.767705599332842,0-25,2018-02-01T04:18:03Z,1,0.0,0.0
Независимые авторы,snaiperok45,lympo-ico-vnedrenie-blokchein-v-sportivnuyu-industriyu,44.86688561638975,25-20,2018-02-01T04:19:00Z,1,0.0,0.0
Независимые авторы,zkalemiss,some-very-good-reasons-to-eat-bananas-everyday,56.18685255310004,50-60,2018-02-01T04:19:39Z,1,0.0,0.0
Независимые авторы,oksibast,chernoe-beloe-ili-krasnoe-bele,61.4084779120139,60-65,2018-02-01T04:21:03Z,1,2.680410321679393e-05,0.048
Независимые авторы,botopolo,kak-umiraet-biznes,44.349182295304686,25-20,2018-02-01T04:22:27Z,1,0.0,0.0
Независимые авторы,jamesblond,iz-za-etogo-marvel-luchshe-dc-kakie-kinokomiksy-luchshe,40.73441819361677,25-20,2018-02-01T04:25:42Z,1,0.0,0.0
Независимые авторы,kcn,yaponskaya-bitflyer-my-uvereny-my-rasshiryaemsya,61.30980782534287,60-65,2018-02-01T04:27:51Z,1,0.0,0.0
Независимые авторы,romanpushka,airdrop-savedroid-100-svd-za-podpisku-telegram,35.905485432586524,25-20,2018-02-01T04:28:54Z,1,0.0,0.0
Независимые авторы,slava7450745,put-k-millionu-liza-den-3-i-rezultat,45.07239567734409,25-20,2018-02-01T04:28:57Z,1,0.0,0.0
